NAME,TITLE,LINK,YEAR,CITATIONS,H_INDEX,I10_INDEX
Abdi Talib Abdalla,Humanization of Online Mathematics Questions Development and Logical Grading Techniques,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=kUE4mw4AAAAJ&sortby=pubdate&citation_for_view=kUE4mw4AAAAJ:NaGl4SEjCO4C,2023,170,6,4
Abdi Talib Abdalla,"Brain–computer interface: trend, challenges, and threats",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=kUE4mw4AAAAJ&sortby=pubdate&citation_for_view=kUE4mw4AAAAJ:BqipwSGYUEgC,2023,170,6,4
Abdi Talib Abdalla,Modelling Prediction of Cities Real Estate Price Trend Using Recurrent Neural Network: A Case of Dar es Salaam City,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=kUE4mw4AAAAJ&sortby=pubdate&citation_for_view=kUE4mw4AAAAJ:RGFaLdJalmkC,2023,170,6,4
Abdi Talib Abdalla,Digitisation of Classical Exercise Practices with STACK: Management of Large Mathematics Classes in Higher Education Institutions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=kUE4mw4AAAAJ&sortby=pubdate&citation_for_view=kUE4mw4AAAAJ:GnPB-g6toBAC,2023,170,6,4
Abdi Talib Abdalla,Energy efficient phase interpolator based hybrid beamforming architecture for massive MIMO system,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=kUE4mw4AAAAJ&sortby=pubdate&citation_for_view=kUE4mw4AAAAJ:O3NaXMp0MMsC,2023,170,6,4
Abdi Talib Abdalla,Smart Grid in Tanzania: Research Opportunities,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=kUE4mw4AAAAJ&sortby=pubdate&citation_for_view=kUE4mw4AAAAJ:YFjsv_pBGBYC,2023,170,6,4
Abdi Talib Abdalla,Through-The-Wall Radar Imaging-Ghost Suppression with Compressive Sensing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=kUE4mw4AAAAJ&sortby=pubdate&citation_for_view=kUE4mw4AAAAJ:blknAaTinKkC,2023,170,6,4
Abdi Talib Abdalla,Effective path-loss compensation model based on multipath exploitation for through-the-wall radar imaging,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=kUE4mw4AAAAJ&sortby=pubdate&citation_for_view=kUE4mw4AAAAJ:k_IJM867U9cC,2023,170,6,4
Abdi Talib Abdalla,Cognitive internet of things-based framework for efficient consumption of electrical energy in public higher learning institutions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=kUE4mw4AAAAJ&sortby=pubdate&citation_for_view=kUE4mw4AAAAJ:isC4tDSrTZIC,2023,170,6,4
Abdi Talib Abdalla,Dynamic multi-frame multi-spreading factor scheduling algorithm for LoRaWAN,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=kUE4mw4AAAAJ&sortby=pubdate&citation_for_view=kUE4mw4AAAAJ:bEWYMUwI8FkC,2023,170,6,4
Abdi Talib Abdalla,Indoor positioning using circle expansion-based adaptive trilateration algorithm,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=kUE4mw4AAAAJ&sortby=pubdate&citation_for_view=kUE4mw4AAAAJ:iH-uZ7U-co4C,2023,170,6,4
Abdi Talib Abdalla,Smart Fishing Gear to Enhance the Blue Economy,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=kUE4mw4AAAAJ&sortby=pubdate&citation_for_view=kUE4mw4AAAAJ:ns9cj8rnVeAC,2023,170,6,4
Alfred John Mwambela,Evaluation of Image Enhancement Techniques for Electrical Capacitance Tomography Applications,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmr8IcwAAAAJ&sortby=pubdate&citation_for_view=Jmr8IcwAAAAJ:z_wVstp3MssC,2023,,,
Alfred John Mwambela,Dynamic multi-frame multi-spreading factor scheduling algorithm for LoRaWAN,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmr8IcwAAAAJ&sortby=pubdate&citation_for_view=Jmr8IcwAAAAJ:VLnqNzywnoUC,2023,,,
Ally Tahir Bitebo,Digitalization of Tanzania Health Care Services: Telemedicine Infrastructures to Link Rural and Urban Areas,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=sYD_UTUAAAAJ&sortby=pubdate&citation_for_view=sYD_UTUAAAAJ:Y0pCki6q_DkC,2023,,,
Ally Tahir Bitebo,"The development of a digital NGO mapping platform in Tanzania, as a tool to strengthen civil society engagement, in pursuit of Universal Health Coverage",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=sYD_UTUAAAAJ&sortby=pubdate&citation_for_view=sYD_UTUAAAAJ:W7OEmFMy1HYC,2023,,,
Aron Wajanga Kondoro,Using Mentimeter to Enhance Students’ Engagement in Large University Classes-A Survey of Students’ Perceptions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=muWCiTUAAAAJ&sortby=pubdate&citation_for_view=muWCiTUAAAAJ:maZDTaKrznsC,2023,,,
Aron Wajanga Kondoro,Towards Improving the Accessibility and Usability of a Mobile-based Learning Management System for Blind Primary School Teachers,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=muWCiTUAAAAJ&sortby=pubdate&citation_for_view=muWCiTUAAAAJ:k_IJM867U9cC,2023,,,
Aron Wajanga Kondoro,Blockchain-Based Authentication Scheme for Collaborative Traffic Light Systems Using Fog Computing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=muWCiTUAAAAJ&sortby=pubdate&citation_for_view=muWCiTUAAAAJ:4JMBOYKVnBMC,2023,,,
Aron Wajanga Kondoro,Usability Testing of a Mobile-Based Learning Management System for Teacher Continuous Professional Development in Tanzania.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=muWCiTUAAAAJ&sortby=pubdate&citation_for_view=muWCiTUAAAAJ:M3NEmzRMIkIC,2023,,,
Aron Wajanga Kondoro,Deployment of Offline Learning Management Systems: Comparing the Performance of Selected Micro-Servers in Tanzania.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=muWCiTUAAAAJ&sortby=pubdate&citation_for_view=muWCiTUAAAAJ:isC4tDSrTZIC,2023,,,
Baraka Jacob Maiseli,Edge-aware nonlinear diffusion-driven regularization model for despeckling synthetic aperture radar images,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=iR8mYs0AAAAJ&sortby=pubdate&citation_for_view=iR8mYs0AAAAJ:BrmTIyaxlBUC,2024,,,
Baraka Jacob Maiseli,"Brain–computer interface: trend, challenges, and threats",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=iR8mYs0AAAAJ&sortby=pubdate&citation_for_view=iR8mYs0AAAAJ:eflP2zaiRacC,2023,,,
Baraka Jacob Maiseli,"Deep Learning Model Compression Techniques: Advances, Opportunities, and Perspective",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=iR8mYs0AAAAJ&sortby=pubdate&citation_for_view=iR8mYs0AAAAJ:D_sINldO8mEC,2023,,,
Baraka Jacob Maiseli,Effective path-loss compensation model based on multipath exploitation for through-the-wall radar imaging,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=iR8mYs0AAAAJ&sortby=pubdate&citation_for_view=iR8mYs0AAAAJ:VOx2b1Wkg3QC,2023,,,
Baraka Jacob Maiseli,Maintenance Scheduling Algorithm for Transformers in Tanzania Electrical Secondary Distribution Networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=iR8mYs0AAAAJ&sortby=pubdate&citation_for_view=iR8mYs0AAAAJ:fQNAKQ3IYiAC,2023,,,
Baraka Jacob Maiseli,Nonlinear anisotropic diffusion methods for image denoising problems: Challenges and future research opportunities,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=iR8mYs0AAAAJ&sortby=pubdate&citation_for_view=iR8mYs0AAAAJ:4fKUyHm3Qg0C,2023,,,
Ellen Ambakisye Kalinga,Modelling Prediction of Cities Real Estate Price Trend Using Recurrent Neural Network: A Case of Dar es Salaam City,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=PMndRfwAAAAJ&sortby=pubdate&citation_for_view=PMndRfwAAAAJ:_Qo2XoVZTnwC,2023,,,
Ellen Ambakisye Kalinga,Cognitive internet of things-based framework for efficient consumption of electrical energy in public higher learning institutions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=PMndRfwAAAAJ&sortby=pubdate&citation_for_view=PMndRfwAAAAJ:R3hNpaxXUhUC,2023,,,
Ellen Ambakisye Kalinga,Exploring the Challenges Facing the ICT Industry Innovation Processes in Tanzania,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=PMndRfwAAAAJ&sortby=pubdate&citation_for_view=PMndRfwAAAAJ:e5wmG9Sq2KIC,2023,,,
Fatuma Ikuja Simba,Security Enhancement of SIP Protocol in VoIP Communication,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mER62RgAAAAJ&sortby=pubdate&citation_for_view=mER62RgAAAAJ:5awf1xo2G04C,2023,,,
Fatuma Ikuja Simba,Humanization of Online Mathematics Questions Development and Logical Grading Techniques,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mER62RgAAAAJ&sortby=pubdate&citation_for_view=mER62RgAAAAJ:eq2jaN3J8jMC,2023,,,
Fatuma Ikuja Simba,Digitisation of Classical Exercise Practices with STACK: Management of Large Mathematics Classes in Higher Education Institutions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mER62RgAAAAJ&sortby=pubdate&citation_for_view=mER62RgAAAAJ:SdhP9T11ey4C,2023,,,
Fatuma Ikuja Simba,The Use of Online Social Media Platforms by Tanzania Journalists to Produce and Disseminate Development News,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mER62RgAAAAJ&sortby=pubdate&citation_for_view=mER62RgAAAAJ:JoZmwDi-zQgC,2023,,,
Florian  Mkemwa,Effective path-loss compensation model based on multipath exploitation for through-the-wall radar imaging,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zA0OfWMAAAAJ&sortby=pubdate&citation_for_view=zA0OfWMAAAAJ:d1gkVwhDpl0C,2023,,,
Hashimu Uledi Iddi,Enhanced Message Authentication Code for Controller Area Network,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AIhgDycAAAAJ&sortby=pubdate&citation_for_view=AIhgDycAAAAJ:r0BpntZqJG4C,2023,,,
Hellen Henry Maziku,Usability and Acceptability of a SWASH Mobile Intervention for Behaviour Change in WASH Practices,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YNB_GSMAAAAJ&sortby=pubdate&citation_for_view=YNB_GSMAAAAJ:4DMP91E08xMC,2024,,,
Hellen Henry Maziku,The Impact of Applying Different Pre-Processing Techniques on Swahili Textual Data Using Doc2Vec,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YNB_GSMAAAAJ&sortby=pubdate&citation_for_view=YNB_GSMAAAAJ:aqlVkmm33-oC,2023,,,
James Samwel Chambua,"DHMFRD–TER: a deep hybrid model for fake review detection incorporating review texts, emotions, and ratings",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=BLam_2kAAAAJ&sortby=pubdate&citation_for_view=BLam_2kAAAAJ:W7OEmFMy1HYC,2024,,,
James Samwel Chambua,Exploring challenges and recommendations for verbal autopsy implementation in low-/middle-income countries: a cross-sectional study of Iringa Region—Tanzania,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=BLam_2kAAAAJ&sortby=pubdate&citation_for_view=BLam_2kAAAAJ:YsMSGLbcyi4C,2023,,,
Jimmy Tibangayuka Mbelwa,Using machine learning for detecting liquidity risk in banks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nX9QARkAAAAJ&sortby=pubdate&citation_for_view=nX9QARkAAAAJ:5nxA0vEk-isC,2024,,,
Jimmy Tibangayuka Mbelwa,Prediction of SACCOS Failure in Tanzania using Machine Learning Models,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nX9QARkAAAAJ&sortby=pubdate&citation_for_view=nX9QARkAAAAJ:MXK_kJrjxJIC,2024,,,
Jimmy Tibangayuka Mbelwa,Using CNN to Detect the Use of Mobile Phone in Examination Rooms,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nX9QARkAAAAJ&sortby=pubdate&citation_for_view=nX9QARkAAAAJ:8k81kl-MbHgC,2023,,,
Jimmy Tibangayuka Mbelwa,Indicative Factors for SACCOs Failure in Tanzania,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nX9QARkAAAAJ&sortby=pubdate&citation_for_view=nX9QARkAAAAJ:0EnyYjriUFMC,2023,,,
Jimmy Tibangayuka Mbelwa,A Video-based Detector for Suspicious Activity in Examination with OpenPose,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nX9QARkAAAAJ&sortby=pubdate&citation_for_view=nX9QARkAAAAJ:hqOjcs7Dif8C,2023,,,
Jimmy Tibangayuka Mbelwa,Swahili Speech Dataset Development and Improved Pre-training Method for Spoken Digit Recognition,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nX9QARkAAAAJ&sortby=pubdate&citation_for_view=nX9QARkAAAAJ:UebtZRa9Y70C,2023,,,
Jimmy Tibangayuka Mbelwa,The Effect of Hyperparameter Optimization on the Estimation of Performance Metrics in Network Traffic Prediction using the Gradient Boosting Machine Model,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nX9QARkAAAAJ&sortby=pubdate&citation_for_view=nX9QARkAAAAJ:Se3iqnhoufwC,2023,,,
Joel Samson Mtebe,Usability Testing of a Mobile-based Learning Management System for Teacher Continuous Professional Development in Tanzania,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h9wp1LIAAAAJ&sortby=pubdate&citation_for_view=h9wp1LIAAAAJ:eJXPG6dFmWUC,2023,,,
Joel Samson Mtebe,Deployment of Offline Learning Management Systems: Comparing the Performance of Selected Micro-servers in Tanzania,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h9wp1LIAAAAJ&sortby=pubdate&citation_for_view=h9wp1LIAAAAJ:5Ul4iDaHHb8C,2023,,,
Joel Samson Mtebe,Using Mentimeter to Enhance Students’ Engagement in Large University Classes-A Survey of Students’ Perceptions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h9wp1LIAAAAJ&sortby=pubdate&citation_for_view=h9wp1LIAAAAJ:VOx2b1Wkg3QC,2023,,,
Joel Samson Mtebe,Towards Improving the Accessibility and Usability of a Mobile-based Learning Management System for Blind Primary School Teachers,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h9wp1LIAAAAJ&sortby=pubdate&citation_for_view=h9wp1LIAAAAJ:fQNAKQ3IYiAC,2023,,,
Joel Samson Mtebe,"Improving Learning Through Classroom Experience in East Africa: Temperature, Lighting, and Sound Quality",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h9wp1LIAAAAJ&sortby=pubdate&citation_for_view=h9wp1LIAAAAJ:LPZeul_q3PIC,2023,,,
Joel Samson Mtebe,Understanding teachers’ technological and pedagogical knowledge at the University of Dar es Salaam in the New Normal Era: Situating teaching in the TPACK Framework,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h9wp1LIAAAAJ&sortby=pubdate&citation_for_view=h9wp1LIAAAAJ:eflP2zaiRacC,2023,,,
Joseph Cosmas Mushi,Security Enhancement of SIP Protocol in VoIP Communication,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=K-K5lKcAAAAJ&sortby=pubdate&citation_for_view=K-K5lKcAAAAJ:M3ejUd6NZC8C,2023,,,
Joseph Cosmas Mushi,Investigation of a Suitable Hybrid Time Series Model for Predicting Clove Price,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=K-K5lKcAAAAJ&sortby=pubdate&citation_for_view=K-K5lKcAAAAJ:4TOpqqG69KYC,2023,,,
Kwame  Salum Ibwe,Principles of Practical Electronics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vs1QagsAAAAJ&sortby=pubdate&citation_for_view=vs1QagsAAAAJ:qxL8FJ1GzNcC,2023,,,
Kwame  Salum Ibwe,Energy efficient phase interpolator based hybrid beamforming architecture for massive MIMO system,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vs1QagsAAAAJ&sortby=pubdate&citation_for_view=vs1QagsAAAAJ:M3ejUd6NZC8C,2023,,,
Kwame  Salum Ibwe,Smart Grid in Tanzania: Research Opportunities,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vs1QagsAAAAJ&sortby=pubdate&citation_for_view=vs1QagsAAAAJ:4TOpqqG69KYC,2023,,,
Kwame  Salum Ibwe,Maintenance Scheduling Algorithm for Transformers in Tanzania Electrical Secondary Distribution Networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vs1QagsAAAAJ&sortby=pubdate&citation_for_view=vs1QagsAAAAJ:YOwf2qJgpHMC,2023,,,
Kwame  Salum Ibwe,Cognitive internet of things-based framework for efficient consumption of electrical energy in public higher learning institutions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vs1QagsAAAAJ&sortby=pubdate&citation_for_view=vs1QagsAAAAJ:ULOm3_A8WrAC,2023,,,
Kwame  Salum Ibwe,Indoor positioning using circle expansion-based adaptive trilateration algorithm,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vs1QagsAAAAJ&sortby=pubdate&citation_for_view=vs1QagsAAAAJ:KlAtU1dfN6UC,2023,,,
Leonard Peter Binamungu,Behaviour driven development: A systematic mapping study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_5_SXgMAAAAJ&sortby=pubdate&citation_for_view=_5_SXgMAAAAJ:_FxGoFyzp5QC,2023,,,
Leonard Peter Binamungu,Investigating the Support for Agility in Developing Government Software Systems: A Case of Three East African Countries,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_5_SXgMAAAAJ&sortby=pubdate&citation_for_view=_5_SXgMAAAAJ:ufrVoPGSRksC,2023,,,
Libe Valentine Massawe,Edge-aware nonlinear diffusion-driven regularization model for despeckling synthetic aperture radar images,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XPEFF4QAAAAJ&sortby=pubdate&citation_for_view=XPEFF4QAAAAJ:ULOm3_A8WrAC,2024,,,
Libe Valentine Massawe,"Brain–computer interface: trend, challenges, and threats",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XPEFF4QAAAAJ&sortby=pubdate&citation_for_view=XPEFF4QAAAAJ:Zph67rFs4hoC,2023,,,
Masoud Hussein Mahundi,"High Child Mortality and Interventions Coverage in the City of Dar es Salaam, Tanzania: Are the Poorest Paying an Urban Penalty?",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=sw5BPNYAAAAJ&sortby=pubdate&citation_for_view=sw5BPNYAAAAJ:UebtZRa9Y70C,2024,,,
Masoud Hussein Mahundi,Quality of reporting and trends of emergency obstetric and neonatal care indicators: an analysis from Tanzania district health information system data between 2016 and 2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=sw5BPNYAAAAJ&sortby=pubdate&citation_for_view=sw5BPNYAAAAJ:Se3iqnhoufwC,2023,,,
Masoud Hussein Mahundi,Investigating the Support for Agility in Developing Government Software Systems: A Case of Three East African Countries,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=sw5BPNYAAAAJ&sortby=pubdate&citation_for_view=sw5BPNYAAAAJ:ufrVoPGSRksC,2023,,,
Mercy Ellyns Mbise,"Brain–computer interface: trend, challenges, and threats",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=T9xDke0AAAAJ&sortby=pubdate&citation_for_view=T9xDke0AAAAJ:ULOm3_A8WrAC,2023,,,
Mercy Ellyns Mbise,Path of Trust: An Off-Chain Performance Enhancement Algorithm for Public Blockchains,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=T9xDke0AAAAJ&sortby=pubdate&citation_for_view=T9xDke0AAAAJ:Zph67rFs4hoC,2023,,,
Mercy Ellyns Mbise,"Dinari: A Blockchain Lab for Supporting Blockchain Learning, Research, and Innovation in Tanzania",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=T9xDke0AAAAJ&sortby=pubdate&citation_for_view=T9xDke0AAAAJ:KlAtU1dfN6UC,2023,,,
Mercy Ellyns Mbise,On Blockchain Performance Enhancement: A Systematic Map of Strategies Used,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=T9xDke0AAAAJ&sortby=pubdate&citation_for_view=T9xDke0AAAAJ:hqOjcs7Dif8C,2023,,,
Mussa Muhidini Kissaka,Pilot contamination mitigation by pilot assignment and adaptive linear precoding for massive MIMO multi-cell systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=0x-4hSEAAAAJ&sortby=pubdate&citation_for_view=0x-4hSEAAAAJ:XoXfffV-tXoC,2024,,,
Ruthbetha Beatus Kateule,Usability and Acceptability of a SWASH Mobile Intervention for Behaviour Change in WASH Practices,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ddNPvxcAAAAJ&sortby=pubdate&citation_for_view=ddNPvxcAAAAJ:Y0pCki6q_DkC,2024,,,
Ruthbetha Beatus Kateule,Exploring challenges and recommendations for verbal autopsy implementation in low-/middle-income countries: a cross-sectional study of Iringa Region—Tanzania,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ddNPvxcAAAAJ&sortby=pubdate&citation_for_view=ddNPvxcAAAAJ:Tyk-4Ss8FVUC,2023,,,
Ruthbetha Beatus Kateule,Short-Term Energy Load Forecasting Model with Sample Filtering,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ddNPvxcAAAAJ&sortby=pubdate&citation_for_view=ddNPvxcAAAAJ:zYLM7Y9cAGgC,2023,,,
Salome  Maro,Deployment of Offline Learning Management Systems: Comparing the Performance of Selected Micro-servers in Tanzania,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=LVj16GcAAAAJ&sortby=pubdate&citation_for_view=LVj16GcAAAAJ:YOwf2qJgpHMC,2023,,,
Salome  Maro,Using Mentimeter to Enhance Students’ Engagement in Large University Classes-A Survey of Students’ Perceptions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=LVj16GcAAAAJ&sortby=pubdate&citation_for_view=LVj16GcAAAAJ:M3ejUd6NZC8C,2023,,,
Salome  Maro,Towards Improving the Accessibility and Usability of a Mobile-based Learning Management System for Blind Primary School Teachers,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=LVj16GcAAAAJ&sortby=pubdate&citation_for_view=LVj16GcAAAAJ:4TOpqqG69KYC,2023,,,
Salome  Maro,Behaviour driven development: A systematic mapping study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=LVj16GcAAAAJ&sortby=pubdate&citation_for_view=LVj16GcAAAAJ:KlAtU1dfN6UC,2023,,,
Salome  Maro,Usability Testing of a Mobile-Based Learning Management System for Teacher Continuous Professional Development in Tanzania.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=LVj16GcAAAAJ&sortby=pubdate&citation_for_view=LVj16GcAAAAJ:qxL8FJ1GzNcC,2023,,,
Shamte Juma Kawambwa,Sensor placement algorithm for faults detection in electrical secondary distribution network using dynamic programming method: focusing on dynamic change and expansion of the …,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=x1Az7NMAAAAJ&sortby=pubdate&citation_for_view=x1Az7NMAAAAJ:YsMSGLbcyi4C,2024,,,
Shamte Juma Kawambwa,Enhancing Service Restoration in Tanzanian Power Grid Using Internet of Things Sensors and Renewable Energy Sources,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=x1Az7NMAAAAJ&sortby=pubdate&citation_for_view=x1Az7NMAAAAJ:Y0pCki6q_DkC,2023,,,
Shamte Juma Kawambwa,A cloud based model symbiotic organism search algorithm for placement of distributed energy resources in the electrical secondary distribution networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=x1Az7NMAAAAJ&sortby=pubdate&citation_for_view=x1Az7NMAAAAJ:Tyk-4Ss8FVUC,2023,,,
Shamte Juma Kawambwa,A multi-agent-based symbiotic organism search algorithm for DG coordination in electrical distribution networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=x1Az7NMAAAAJ&sortby=pubdate&citation_for_view=x1Az7NMAAAAJ:zYLM7Y9cAGgC,2023,,,
